Village,Water Body,Type,Date,
Ndjamena Farrah,Fleuve Chari P4,Barriere,9/25/23,
Ndjamena Farrah,Fleuve Chari P5,Barriere,9/25/23,
Ndjamena Farrah,Gala S1,Section,7/4/23,
Ndjamena Farrah,Gala S1,Section,6/16/23,
Ndjamena Farrah,Gala S2,Section,7/4/23,
Ndjamena Farrah,Gala S2,Section,6/16/23,
Ndjamena Farrah,Kolegonlon 1 S1,Section,8/2/23,
Ndjamena Farrah,Kolegonlon 1 S1,Barriere,8/28/23,
Ndjamena Farrah,Kolegonlon 1 S1,Entiere,7/3/23,
Ndjamena Farrah,Kolegonlon 1 S1,Entiere,6/7/23,
Ndjamena Farrah,Kolegonlon 1 S1,Section,5/10/23,
Ndjamena Farrah,Kolegonlon 1 S2,Section,5/10/23,
Ndjamena Farrah,Kolegonlon 1 S3,Section,5/20/23,
Ndjamena Farrah,Kolegonlon 2 S1,Entiere,7/4/23,
Ndjamena Farrah,Kolegonlon 2 S1,Entiere,6/7/23,
Ndjamena Farrah,Kolegonlon 2 S1,Section,5/20/23,
Ndjamena Farrah,Kolegonlon 2 S2,Section,5/20/23,
Ndjamena Farrah,Selle Djam S1,Barriere,4/11/23,
Ndjamena Farrah,Selle Djam S1,Barriere,8/1/23,
Ndjamena Farrah,Selle Djam S1,Barriere,8/28/23,
Ndjamena Farrah,Selle Djam S1,barriere,2/15/23,
Ndjamena Farrah,Selle Djam S1,,1/18/23,
Ndjamena Farrah,Selle Djam S1,Barriere,7/3/23,
Ndjamena Farrah,Selle Djam S1,Barriere,6/6/23,
Ndjamena Farrah,Selle Djam S1,Section,3/18/23,
Ndjamena Farrah,Selle Djam S1,Barriere,5/9/23,
Ndjamena Farrah,Selle Djam S2,Barriere,4/13/23,
Ndjamena Farrah,Selle Djam S2,Barriere,8/1/23,
Ndjamena Farrah,Selle Djam S2,Barriere,8/28/23,
Ndjamena Farrah,Selle Djam S2,barriere,2/19/23,
Ndjamena Farrah,Selle Djam S2,,1/22/23,
Ndjamena Farrah,Selle Djam S2,Barriere,7/3/23,
Ndjamena Farrah,Selle Djam S2,Barriere,6/6/23,
Ndjamena Farrah,Selle Djam S2,Section,3/18/23,
Ndjamena Farrah,Selle Djam S2,Barriere,5/9/23,
Ndjamena Farrah,Selle Djam S3,Section,4/22/23,
Ndjamena Farrah,Selle Djam S3,Barriere,4/22/23,
Ndjamena Farrah,Selle Djam S3,Barriere,7/13/23,
Ndjamena Farrah,Selle Djam S3,Barriere,6/16/23,
Ndjamena Farrah,Selle Djam S3,Section,3/25/23,
Ndjamena Farrah,Selle Djam S4,Barriere,7/13/23,
Ndjamena Farrah,Selle Djam S4,Barriere,6/16/23,
Ndjamena Farrah,Selle Galia,Barriere,4/11/23,
Ndjamena Farrah,Selle Galia,Barriere,8/1/23,
Ndjamena Farrah,Selle Galia,Barriere,8/28/23,
Ndjamena Farrah,Selle Galia,barriere,2/15/23,
Ndjamena Farrah,Selle Galia,,1/18/23,
Ndjamena Farrah,Selle Galia,Barriere,7/3/23,
Ndjamena Farrah,Selle Galia,Barriere,6/6/23,
Ndjamena Farrah,Selle Galia,Section,3/14/23,
Ndjamena Farrah,Selle Galia,Barriere,5/9/23,
Sidi 1,Bouda Bailou 1,Entiere,4/23/23,
Sidi 1,Bouda Bailou 1,Entiere,6/17/23,
Sidi 1,Bouda Bailou 1,Entiere,5/20/23,
Sidi 1,Bouda Bailou 2,Entiere,4/23/23,
Sidi 1,Bouda Bailou 2,Entiere,6/17/23,
Sidi 1,Bouda Bailou 2,Entiere,5/20/23,
Sidi 1,Bouda Bailou 3,Entiere,4/23/23,
Sidi 1,Bouda Bailou 3,Entiere,6/17/23,
Sidi 1,Bouda Bailou 3,Entiere,5/20/23,
Sidi 1,Bouda Bailou 3 S2,Entiere,6/17/23,
Sidi 1,Bouda Bailou 4,Entiere,4/23/23,
Sidi 1,Bouda Bailou 4,Entiere,6/17/23,
Sidi 1,Bouda Bailou 4,Entiere,5/20/23,
Sidi 1,Bouda Bailou 5,Entiere,4/23/23,
Sidi 1,Man Nangra,Entiere,4/22/23,
Sidi 1,Man Nangra,entiere,2/26/23,
Sidi 1,Man Nangra,Entiere,6/18/23,
Sidi 1,Man Nangra,,3/13/23,
Sidi 1,Man Nangra,Entiere,3/25/23,
Sidi 1,Man Nangra 2,Entiere,4/22/23,
Sidi 1,Man Nangra 2,Entiere,6/18/23,
Sidi 1,Man Nangra 2,Entiere,3/25/23,
Sidi 1,Man Nangra 3,Entiere,6/18/23,
Sidi 1,Man Nangra 3,Entiere,3/25/23,
Sidi 1,Man Nangra 4,Entiere,3/25/23,
Sidi 1,Man Nangra S2,entiere,2/26/23,
Sidi 1,Man Nangra S3,entiere,2/26/23,
Sidi 1,Manangranje 1,,4/6/23,
Sidi 1,Manangranje 1,,7/24/23,
Sidi 1,Manangranje 1,,6/26/23,
Sidi 1,Manangranje 1,,5/3/23,
Sidi 1,Manangranje 1,,5/30/23,
Sidi 1,Manangranje 2,,4/6/23,
Sidi 1,Manangranje 2,,7/24/23,
Sidi 1,Manangranje 2,,6/26/23,
Sidi 1,Manangranje 2,,5/3/23,
Sidi 1,Manangranje 2,,5/30/23,
Sidi 1,Ngone-man,Entiere,2/28/23,
Sidi 1,Ngone-man,,6/26/23,
Sidi 1,Ngone-man,,3/13/23,
Dera,Bouda Kedjes 1,Section,4/22/23,
Dera,Bouda Kedjes 1,Barriere,3/26/23,
Dera,Bouda Kedjes 1,Entiere,5/19/23,
Dera,Bouda Kedjes 2,Section,4/22/23,
Dera,Boullah S1,Barriere,4/21/23,
Dera,Boullah S1,Barriere,3/25/23,
Dera,Boullah S1,Barriere,5/18/23,
Dera,Boullah S2,Barriere,3/26/23,
Dera-Mbassa,Bola,Barriere,6/14/23,
Dera-Mbassa,Chari P d'entrée S1,Barriere,4/24/23,
Dera-Mbassa,Chari P d'entrée S1,Barriere,6/3/23,
Dera-Mbassa,Chari P d'entrée S1,Barriere,6/30/23,
Dera-Mbassa,Chari P d'entrée S1,Barriere,6/21/23,
Dera-Mbassa,Chari P d'entrée S1,Barriere,6/17/23,
Dera-Mbassa,Chari P d'entrée S1,Barriere,3/28/23,
Dera-Mbassa,Chari P d'entrée S1,Section,5/21/23,
Dera-Mbassa,Chari P d'entrée S1,Barriere,5/7/23,
Dera-Mbassa,Chari P d'entrée S2,Barriere,4/24/23,
Dera-Mbassa,Chari P d'entrée S2,Barriere,6/15/23,
Dera-Mbassa,Chari P d'entrée S2,Barriere,6/17/23,
Dera-Mbassa,Chari P d'entrée S2,Barriere,3/28/23,
Dera-Mbassa,Chari P d'entrée S2,Barriere,5/21/23,
Dera-Mbassa,Chari P d'entrée S2,Barriere,5/19/23,
Dera-Mbassa,Chari P d'entrée S3,Barriere,4/25/23,
Dera-Mbassa,Chari P d'entrée S3,Barriere,6/16/23,
Dera-Mbassa,Chari P d'entrée S3,Barriere,6/18/23,
Dera-Mbassa,Chari P d'entrée S3,Barriere,3/29/23,
Dera-Mbassa,Chari P d'entrée S3,Barriere,5/22/23,
Dera-Mbassa,Chari P d'entrée S3,Barriere,5/20/23,
Dera-Mbassa,Chari P d'entrée S4,Barriere,6/16/23,
Dera-Mbassa,Chari P d'entrée S4,Barriere,6/19/23,
Dera-Mbassa,Chari P d'entrée S4,Barriere,5/23/23,
Dera-Mbassa,Chari P d'entrée S4,Barriere,5/20/23,
Dera,Point d'entree Chari P1,Barriere,9/21/23,
Madidi,Point d'entree Chari,Barriere,5/18/23,
Madjoum 1,Point d'entree Chari,Barriere,5/15/23,
Mede 2,Envahye S1,Section,4/18/23,
Mede 2,Envahye S1,Section,6/10/23,
Mede 2,Envahye S1,Barriere,3/21/23,
Mede 2,Envahye S1,Section,5/15/23,
Mede 2,Envahye S2,Section,4/18/23,
Mede 2,Envahye S2,Section,5/15/23,
Mede 2,Membie 1,Section,4/15/23,
Mede 2,Membie 1,Section,6/10/23,
Mede 2,Membie 1,Entiere,3/18/23,
Mede 2,Membie 1,Entiere,5/13/23,
Mede 2,Membie 2 S1,Section,4/22/23,
Mede 2,Membie 2 S1,barriere,2/12/23,
Mede 2,Membie 2 S1,Barriere,3/7/23,
Mede 2,Membie 2 S2 A,barriere,2/25/23,
Mede 2,Membie 2 S2 A,Section,3/22/23,
Mede 2,Membie 2 S2 B,Section,3/22/23,
Mede 2,Membie 2 S3,barriere,2/28/23,
Mede 2,Membie 2 S3,Section,3/25/23,
Mede 2,Plishie,entiere,2/6/23,
Mede 2,Plishie,Entiere,3/4/23,
Mede 3 Massa,Mare Ali Yaye S1,Section,6/15/23,
Mede 3 Massa,Mare Ali Yaye S2,Section,6/15/23,
Mede 3 Massa,Mare Arabe,Entiere,6/19/23,
Mede 3 Massa,Mare Djohanaye,Entiere,6/19/23,
Mede 3 Massa,Mare Harasane,Entiere,6/23/23,
Mede 3 Massa,Mare Toumssa 1,Entiere,6/29/23,
Mede 3 Massa,Mare Toumssa 2,Entiere,6/29/23,
Mede 3 Sara,Ardeb 1,entiere,4/25/23,
Mede 3 Sara,Ardeb 1,entiere,2/28/23,
Mede 3 Sara,Ardeb 1,Entiere,6/20/23,
Mede 3 Sara,Ardeb 1,entiere,3/28/23,
Mede 3 Sara,Ardeb 1,Entiere,5/23/23,
Mede 3 Sara,Ardeb 2,entiere,2/28/23,
Mede 3 Sara,Ardeb 2,entiere,3/28/23,
Mede 3 Sara,Ardeb 3,entiere,2/28/23,
Mede 3 Sara,Ardeb 3,entiere,3/28/23,
Mede 3 Sara,Ardeb 4,entiere,3/4/23,
Mede 3 Sara,Ardeb 4 S2,entiere,3/4/23,
Mede 3 Sara,Ardeb 5,entiere,4/1/23,
Mede 3 Sara,Ardeb 5,entiere,3/4/23,
Mede 3 Sara,Ardeb 6,entiere,4/1/23,
Mede 3 Sara,Ardeb 6,entiere,3/4/23,
Mede 3 Sara,Ardeb 6 S2,entiere,3/4/23,
Mede 3 Sara,Boulada,entiere,4/9/23,
Mede 3 Sara,Boulada,Entiere,5/7/23,
Mede 3 Sara,Chagoua,entiere,4/5/23,
Mede 3 Sara,Chagoua,entiere,3/8/23,
Mede 3 Sara,Golonna Vigad Founa 1,entiere,2/12/23,
Mede 3 Sara,Golonna Vigad Founa 1,entiere,3/12/23,
Mede 3 Sara,Golonna Vigad Founa 2,entiere,2/26/23,
Mede 3 Sara,Heric,entiere,2/15/23,
Mede 3 Sara,Membe 2,,4/3/23,
Mede 3 Sara,Membe 2,,4/26/23,
Mede 3 Sara,Membe 2,,7/24/23,
Mede 3 Sara,Membi,,4/26/23,
Mede 3 Sara,Membi,,6/19/23,
Mede 3 Sara,Membi,,3/31/23,
Mede 3 Sara,Membi,,5/22/23,
Mede 3 Sara,Vinto 1,entiere,4/12/23,
Mede 3 Sara,Vinto 1,Entiere,6/7/23,
Mede 3 Sara,Vinto 1,entiere,3/15/23,
Mede 3 Sara,Vinto 1,Entiere,5/10/23,
Mede 3 Sara,Vinto 2,entiere,4/12/23,
Mede 3 Sara,Vinto 2,Entiere,6/7/23,
Mede 3 Sara,Vinto 2,entiere,3/15/23,
Mede 3 Sara,Vinto 2,Entiere,5/10/23,
Mede 3 Sara,Vinto 3,entiere,4/25/23,
Mede 3 Sara,Vinto 3,entiere,3/15/23,
Mede 3 Sara,Zamtato 1,entiere,4/3/23,
Mede 3 Sara,Zamtato 1,Entiere,6/25/23,
Mede 3 Sara,Zamtato 1,entiere,3/6/23,
Mede 3 Sara,Zamtato 1,Entiere,5/1/23,
Mede 3 Sara,Zamtato 1,Entiere,5/28/23,
Mede 3 Sara,Zamtato 2,entiere,3/6/23,
Mede 3 Sara,Zamtato 3,entiere,4/3/23,
Mede 3 Sara,Zamtato 3,Entiere,6/25/23,
Mede 3 Sara,Zamtato 3,entiere,3/6/23,
Mede 3 Sara,Zamtato 3,Entiere,5/1/23,
Mede 3 Sara,Zamtato 3,Entiere,5/28/23,
Mede 3 Sara,Zamtato 4,Entiere,6/29/23,
Mede 3 Sara,Zamtato 4,entiere,3/6/23,
Doumraou 2,Point d'entree du chari,Barriere,4/21/23,
Doumraou 2,Point d'entree du chari,Barriere,4/21/23,
Doumraou 2,Point d'entree du chari,,2/23/23,
Doumraou 2,Point d'entree du chari,,1/27/23,
Doumraou 2,Point d'entree du chari,Barriere,3/22/23,
Doumraou 2,Point d'entree du chari,Barriere,5/15/23,
Doumraou 2,Tagal Hignal 1,,1/28/23,
Doumraou 2,Tagal-Gnal Dane,,2/23/23,
Doumraou 2,Tagal-Gnal Dane,Barriere,3/23/23,
Doumraou 2,Tagal-Gourou,Barriere,4/22/23,
Doumraou 2,Tagal-Gourou,Barriere,4/22/23,
Doumraou 2,Tagal-Gourou,,1/29/23,
Doumraou 2,Tagal-Gourou,Barriere,3/23/23,
Doumraou 2,Tagal-Gourou,Barriere,5/18/23,
Doumraou 2,Tagal-Gourou 2,Barriere,5/19/23,
Doumraou 2,Tagal-Solanya,Barriere,4/21/23,
Doumraou 2,Tagal-Toumouya,,2/24/23,
Doumraou 2,Tagal-Toumouya,Barriere,3/24/23,
Doumraou 2,Yam-yari,Barriere,4/21/23,
Doumraou 2,Yam-yari,Barriere,4/21/23,
Doumraou 2,Yam-yari,,1/28/23,
Doumraou 2,Yam-yari,Barriere,5/16/23,
Doumraou 2,Yam-yari 2,Barriere,4/21/23,
Doumraou 2,Yam-yari 2,Barriere,5/17/23,
Kreyaou 1,Kreyaou 1 S1,Section,4/10/23,
Kreyaou 1,Kreyaou 1 S1,,2/15/23,
Kreyaou 1,Kreyaou 1 S1,Section,3/14/23,
Kreyaou 1,Kreyaou 1 S1,Section,5/7/23,
Kreyaou 1,Kreyaou 1 S2,Section,4/10/23,
Kreyaou 1,Kreyaou 1 S2,,2/16/23,
Kreyaou 1,Kreyaou 1 S2,Section,3/14/23,
Kreyaou 1,Kreyaou 1 S2,Section,5/7/23,
Kreyaou 1,Kreyaou 1 S3,Section,4/11/23,
Kreyaou 1,Kreyaou 1 S3,Section,3/14/23,
Kreyaou 1,Kreyaou 1 S3,Section,5/8/23,
Kreyaou 1,Kreyaou 1 S4,Section,4/12/23,
Kreyaou 1,Kreyaou 1 S4,Section,3/16/23,
Kreyaou 1,Kreyaou 1 S4,Section,5/8/23,
Kreyaou 1,Kreyaou 1 S5,Section,4/11/23,
Kreyaou 1,Kreyaou 1 S5,Section,3/16/23,
Kreyaou 1,Kreyaou 1 S5,Section,5/9/23,
Kreyaou 1,Kreyaou 2,,2/16/23,
Kreyaou 1,Kreyaou 3,,2/16/23,
Kreyaou 1,Point d'entree du Chari 1,,1/20/23,
Kreyaou 1,Point d'entree du Chari 2,,1/20/23,
Kreyaou 1,Point d'entree du Chari 3,,1/20/23,
Mailaou,Chari Point d'entré 1,Barriere,19-oct.-19,
Walia Miltou,Chari P d'entrée 1,Barriere,6/20/23,
Walia Miltou,Chari P d'entrée 1,Barriere,6/20/23,
Walia Miltou,Chari P d'entrée 2,Barriere,6/24/23,
Walia Miltou,Chari P d'entrée 2,Barriere,6/24/23,
Walia Miltou,Chari P d'entrée 3,Entier,6/24/23,
Walia Miltou,Chari P d'entrée 3,Barriere,6/24/23,
Walia Miltou,Chari P d'entrée 4,Barriere,6/25/23,
Walia Miltou,Chari P d'entrée 4,Barriere,6/25/23,
Walia Miltou,Chari P d'entrée 5,Barriere,6/26/23,
Walia Miltou,Chari P d'entrée 5,Barriere,6/26/23,
Walia Miltou,Chari P1,Barriere,6/20/23,
Walia Miltou,Chari P2,Barriere,6/24/23,
Walia Miltou,Chari P3,Barriere,6/24/23,
Walia Miltou,Guerou S1,Barriere,6/25/23,
Walia Miltou,Guerou S2,Barriere,6/26/23,
Balaou,Bouda Be,Entiere,6/15/23,
Balaou,Bouda Garga 1,Entiere,4/21/23,
Balaou,Bouda Garga 1,Entiere,6/15/23,
Balaou,Bouda Garga 1,Entiere,5/13/23,
Balaou,Bouda Garga 2 S1,Barriere,6/15/23,
Balaou,Bouda Garga 2 S1,Section,5/21/23,
Balaou,Bouda Garga 2 S2,Section,5/21/23,
Balaou,Bouda Miri,Entiere,4/17/23,
Balaou,Bouda Miri,Entiere,6/15/23,
Boubou Tabana,Sab 1,Entiere,6/24/23,
Boubou Tabana,Sab 1,Entiere,5/2/23,
Boubou Tabana,Sab 2,Entiere,6/24/23,
Boubou Tabana,Sab 2,Entiere,5/2/23,
Boubou Tabana,Serwa,Entiere,6/24/23,
Boubou Tabana,Serwa,Entiere,5/2/23,
Douro,Bouda BE,Entiere,4/17/23,
Douro,Bouta Douro 1,Entiere,4/15/23,
Douro,Bouta Douro 1,Entiere,6/10/23,
Douro,Bouta Douro 1,Entiere,5/13/23,
Douro,Bouta Douro 2,Entiere,4/15/23,
Douro,Bouta Douro 2,Entiere,6/10/23,
Douro,Bouta Douro 2,Entiere,5/13/23,
Douro,Bouta Douro 3,Entiere,4/15/23,
Douro,Bouta Douro 3,Entiere,6/10/23,
Douro,Bouta Douro 3,Entiere,5/13/23,
Douro,Bouta Douro 4,Entiere,4/15/23,
Douro,Bouta Douro 4,Entiere,6/10/23,
Douro,Bouta Douro 4,Entiere,5/13/23,
Kabalaye,Mare Mbang S1,Section,4/14/23,
Kabalaye,Mare Mbang S1,Barriere,6/6/23,
Kabalaye,Mare Mbang S1,Barriere,3/21/23,
Kabalaye,Mare Mbang S1,Section,5/10/23,
Kabalaye,Mare Mbang S1,Barriere,5/11/23,
Kabalaye,Mare Mbang S2,Section,4/14/23,
Kabalaye,Mare Mbang S2,Barriere,6/6/23,
Kabalaye,Mare Mbang S2,Barriere,3/21/23,
Kabalaye,Mare Mbang S2,Section,5/10/23,
Kabalaye,Mare Mbang S3,Section,4/15/23,
Kabalaye,Mare Mbang S3,Barriere,6/6/23,
Kabalaye,Mare Mbang S3,Barriere,3/22/23,
Kabalaye,Mare Mbang S3,Section,5/11/23,
Kabalaye,Mare Mbang S4,Section,4/15/23,
Kabalaye,Mare Mbang S4,Barriere,6/7/23,
Kabalaye,Mare Mbang S4,Barriere,3/22/23,
Kabalaye,Mare Mbang S5,Barriere,6/7/23,
Kabalaye,Mare Mbang S5,Barriere,3/22/23,
Landjoua,Bassowai,Barriere,4/16/23,
Landjoua,Bassowai,Barriere,6/16/23,
Landjoua,Bassowai,Barriere,3/21/23,
Landjoua,Bassowai,Barriere,5/23/23,
Landjoua,Koussoum,Entiere,4/15/23,
Landjoua,Koussoum,Entiere,6/16/23,
Landjoua,Koussoum,Entiere,3/20/23,
Landjoua,Koussoum,Entiere,5/22/23,
Landjoua,Ngon Buda,Barriere,4/15/23,
Landjoua,Ngon Buda,Entiere,6/17/23,
Landjoua,Ngon Buda,Entiere,3/20/23,
Landjoua,Ngon Buda,Entiere,5/22/23,
Modkouro,Bouda Ngolo,Entiere,6/20/23,
Modkouro,Branche Chari 1,Entiere,6/19/23,
Modkouro,Branche Chari 2,Entiere,6/19/23,
Modkouro,Branche Chari 3,Entiere,6/20/23,
Modkouro,Branche Chari 4,Entiere,6/20/23,
Modkouro,Branche Chari 5,Entiere,6/20/23,
Modkouro,Chari P1,Barriere,8/28/23,
Modtot,Ba-morgo 1 s1,Barriere,8/28/23,
Modtot,Ba-morgo 1 s1,Barriere,9/24/23,
Modtot,Ba-morgo 1 s2,Barriere,8/28/23,
Modtot,Ba-morgo 1 s2,Barriere,9/24/23,
Mogo,Goulkaya 1,Entiere,4/14/23,
Mogo,Goulkaya 1,Entiere,6/12/23,
Mogo,Goulkaya 1,Entiere,3/19/23,
Mogo,Goulkaya 1,Entiere,5/10/23,
Mogo,Goulkaya 2,Entiere,4/14/23,
Mogo,Goulkaya 2,Entiere,6/12/23,
Mogo,Goulkaya 2,Entiere,3/19/23,
Mogo,Goulkaya 2,Entiere,5/10/23,
Mogo,Goulkaya 3,Barriere,4/14/23,
Mogo,Goulkaya 3,Barriere,6/12/23,
Mogo,Goulkaya 3,Barriere,3/19/23,
Mogo,Goulkaya 3,Barriere,5/10/23,
Mogo,Goulkaya 4,Entiere,4/14/23,
Mogo,Goulkaya 4,Entiere,6/12/23,
Mogo,Goulkaya 4,Entiere,3/20/23,
Mogo,Goulkaya 4,Entiere,5/10/23,
Mogo,Goulkaya 5,Entiere,4/14/23,
Mogo,Goulkaya 5,Entiere,6/12/23,
Mogo,Goulkaya 5,Entiere,3/20/23,
Mogo,Goulkaya 5,Entiere,5/10/23,
Mogo,Koubi 1,Entiere,4/15/23,
Mogo,Koubi 1,Entiere,3/26/23,
Mogo,Koubi 2,Entiere,4/15/23,
Mogo,Koubi 2,Entiere,3/26/23,
Moursey Massa,Bouta Foulata S1,Section,6/20/23,
Moursey Massa,Bouta Foulata S2,Section,6/20/23,
Moursey Massa,Gouloga Mayosement S1,Section,6/20/23,
Moursey Massa,Gouloga Mayosement S2,Section,6/20/23,
Moursey Massa,Gouloga Nelta 1 S1,Section,6/24/23,
Moursey Massa,Gouloga Nelta 1 S2,Section,6/24/23,
Moursey Massa,Gouloga Nelta 2,Entiere,6/24/23,
Moursey Massa,Gouloga Nelta 3,Entiere,6/24/23,
Moursey Massa,Gouloga Yetian 2,Entiere,5/28/23,
Moursey Massa,Gouloga Yetian S1,Entiere,4/29/23,
Moursey Massa,Gouloga Yetian S1,Entiere,5/28/23,
Moursey Massa,Gouloga Yetian S2,Entiere,4/29/23,
Moursey Massa,Gouloga Yetian S3,Entiere,4/29/23,
Ngonbeti,Behordji 1,Entiere,6/21/23,
Ngonbeti,Behordji 2,Entiere,6/21/23,
Ngonbeti,Behordji 3,Entiere,6/21/23,
Ngonbeti,Mortangar 1,Entiere,6/21/23,
Ngonbeti,Mortangar 2,Entiere,6/21/23,
Ngonbeti,Mortangar 3 P1,Barriere,6/22/23,
Ngonbeti,Philippe 1,Entiere,6/21/23,
Ngonbeti,Philippe 2,Entiere,6/21/23,
Ngonbeti,Philippe 3,Entiere,6/26/23,
Ngonbeti,Philippe 4,Entiere,6/26/23,
Ngonbeti,Philippe 5,Entiere,6/26/23,
Ngonbeti,Philippe 6,Entiere,6/26/23,
Ngonbeti,Philippe 7,Entiere,6/26/23,
Paris Congo,Ngabole 1,Entiere,6/19/23,
Paris Congo,Ngabole 2,Entiere,6/19/23,
Paris Congo,Ngabole 3,Entiere,6/19/23,
Yonlo,Bouda Homto,Barriere,8/15/23,
Yonlo,Bouda Yonlo,Barriere,8/15/23,
Mogrom Biao,Baissana,Entiere,5/28/23,
Mogrom Biao,Dalbana,Entiere,8/13/23,
Mogrom Biao,Dalbana,Entiere,7/16/23,
Mogrom Biao,Dalbana,Entiere,6/18/23,
Mogrom Biao,Dalbana,Barriere,9/10/23,
Mogrom Biao,Djibrine,Entiere,4/2/23,
Mogrom Biao,Djibrine,Entiere,5/28/23,
Mogrom Biao,Djirguina,Barriere,8/23/23,
Mogrom Biao,Djirguina,Entiere,7/26/23,
Mogrom Biao,Djirguina,Entiere,6/28/23,
Mogrom Biao,Djirguina,Barriere,9/20/23,
Mogrom Biao,Djono 1A,Entiere,4/12/23,
Mogrom Biao,Djono 1A,Entiere,6/7/23,
Mogrom Biao,Djono 1A,Entiere,5/10/23,
Mogrom Biao,Djono 1B,Entiere,6/7/23,
Mogrom Biao,Djono 1B,Entiere,5/10/23,
Mogrom Biao,Djono 2,Entiere,4/12/23,
Mogrom Biao,Djono 2,Entiere,6/7/23,
Mogrom Biao,Djono 2,Entiere,5/10/23,
Mogrom Biao,Dogodogo 1,Entiere,4/12/23,
Mogrom Biao,Dogodogo 1,Entiere,3/15/23,
Mogrom Biao,Dogodogo 2,Entiere,4/12/23,
Mogrom Biao,Dogodogo 2,Entiere,3/15/23,
Mogrom Biao,Dogodogo 3,Entiere,6/7/23,
Mogrom Biao,Dogodogo 3,Entiere,3/15/23,
Mogrom Biao,Dogodogo 3,Entiere,5/10/23,
Mogrom Biao,Dogodogo 4,Entiere,3/15/23,
Mogrom Biao,Foutsou,Entiere,4/2/23,
Mogrom Biao,Foutsou,Barriere,3/5/23,
Mogrom Biao,Gournai 1,Entiere,4/26/23,
Mogrom Biao,Gournai 1,Entiere,3/29/23,
Mogrom Biao,Gournai 1,Entiere,5/24/23,
Mogrom Biao,Gournai 2,Entiere,4/26/23,
Mogrom Biao,Gournai 2,Entiere,3/29/23,
Mogrom Biao,Gournai 2,Entiere,5/24/23,
Mogrom Biao,Gournai 3,Entiere,4/26/23,
Mogrom Biao,Gournai 3,Entiere,3/29/23,
Mogrom Biao,Gournai 3,Entiere,5/24/23,
Mogrom Biao,Goursou 1,Entiere,4/26/23,
Mogrom Biao,Goursou 1,Barriere,3/29/23,
Mogrom Biao,Goursou 1,Entiere,5/24/23,
Mogrom Biao,Goursou 2,Entiere,4/26/23,
Mogrom Biao,Goursou 2,Entiere,5/24/23,
Mogrom Biao,Goursou 3,Entiere,4/26/23,
Mogrom Biao,Goursou 4,Entiere,5/28/23,
Mogrom Biao,Hagam 2,Entiere,9/27/23,
Mogrom Biao,Hagam S1,Section,8/2/23,
Mogrom Biao,Hagam S1,Barriere,8/30/23,
Mogrom Biao,Hagam S1,Section,7/5/23,
Mogrom Biao,Hagam S1,Entiere,9/27/23,
Mogrom Biao,Hagam S2,Section,8/2/23,
Mogrom Biao,Hagam S2,Section,7/5/23,
Mogrom Biao,Ketele,Barriere,5/21/23,
Mogrom Biao,Mounoua,Barriere,8/13/23,
Mogrom Biao,Mounoua,Entiere,7/16/23,
Mogrom Biao,Mounoua,Entiere,6/18/23,
Mogrom Biao,Mounoua,Barriere,9/10/23,
Mogrom Biao,Ngosona,Entiere,5/21/23,
Mogrom Biao,Niwina,Barriere,3/5/23,
Mogrom Centre,Avai Kaikai,Entiere,4/23/23,
Mogrom Centre,Avai Kaikai,Entiere,6/4/23,
Mogrom Centre,Avai Kaikai,Entiere,6/19/23,
Mogrom Centre,Avai Kaikai,Entiere,5/21/23,
Mogrom Centre,Avai Kaikai 2,Entiere,5/7/23,
Mogrom Centre,Avai Kilinhing,Entiere,6/19/23,
Mogrom Centre,Avai Kilinhing,Entiere,3/20/23,
Mogrom Centre,Avai Kilinhing,Entiere,5/21/23,
Mogrom Centre,Bouda Arabe,Entiere,4/3/23,
Mogrom Centre,Bouda Arabe,Entiere,4/3/23,
Mogrom Centre,Bouda Arabe,Entiere,4/30/23,
Mogrom Centre,Bouda Card- Tchad,Barriere,5/21/23,
Mogrom Centre,Bouda Couchon,Entiere,4/17/23,
Mogrom Centre,Bouda Couchon,Entiere,6/12/23,
Mogrom Centre,Bouda Couchon,Entiere,5/15/23,
Mogrom Centre,Bouda Sara,Entiere,4/17/23,
Mogrom Centre,Bouda Sara,Entiere,6/12/23,
Mogrom Centre,Bouda Sara,Entiere,3/20/23,
Mogrom Centre,Bouda Sara,Entiere,5/15/23,
Mogrom Centre,Couchon,Entiere,3/20/23,
Mogrom Centre,Gilbert 1,Entiere,4/3/23,
Mogrom Centre,Gilbert 1,Entiere,4/3/23,
Mogrom Centre,Gilbert 1,Entiere,4/30/23,
Mogrom Centre,Gilbert 1,Entiere,5/28/23,
Mogrom Centre,Gilbert 2,Entiere,4/3/23,
Mogrom Centre,Gilbert 2,Entiere,4/3/23,
Mogrom Centre,Gilbert 2,Entiere,4/30/23,
Mogrom Centre,Gilbert 2,Entiere,5/28/23,
Mogrom Centre,Gilbert 3,Entiere,4/3/23,
Mogrom Centre,Gilbert 3,Entiere,4/3/23,
Mogrom Centre,Gilbert 3,Entiere,4/30/23,
Mogrom Centre,Gilbert 3,Entiere,5/28/23,
Mogrom Centre,Goum Goum 1,Entiere,6/4/23,
Mogrom Centre,Goum Goum 1,Entiere,5/7/23,
Mogrom Centre,Goum Goum 2,Entiere,6/4/23,
Mogrom Centre,Goum Goum 2,Entiere,5/7/23,
Mogrom Centre,Kilinhing,Entiere,4/23/23,
