Village,Water Body,Type,Date,
Mogrom Centre,Nbakna Philippe 1,Entiere,6/26/23,
Mogrom Centre,Nbakna Philippe 2,Entiere,6/26/23,
Morgague,Abeledou,Entiere,7/1/23,
Morgague,Abeledou,Entiere,7/27/23,
Morgague,Adoumawa,Entiere,8/3/23,
Morgague,Adoumawa,Barriere,7/8/23,
Morgague,Babouloum,Entiere,7/19/23,
Morgague,Babouloum,Entiere,6/22/23,
Morgague,Babouloum,Entiere,9/7/23,
Morgague,Bahawa,Entiere,8/31/23,
Morgague,Bahawa,Entiere,9/28/23,
Morgague,Beledou,Entiere,7/19/23,
Morgague,Beledou,Entiere,6/22/23,
Morgague,Beledou,Entiere,9/7/23,
Morgague,Doumar Sadou,Entiere,4/1/23,
Morgague,Doumar Sadou,Entiere,4/1/23,
Morgague,Doumar Sadou,Entiere,6/3/23,
Morgague,Doumar Sadou,entiere,3/4/23,
Morgague,Doumara,Entiere,3/12/23,
Morgague,Doumarsadou 2,Entiere,6/3/23,
Morgague,Doumarsadou 3,Entiere,6/3/23,
Morgague,Doumarsadou 4,Entiere,6/3/23,
Morgague,Golong Baizougoul,,4/17/23,
Morgague,Golong Baizougoul,Entiere,4/9/23,
Morgague,Golong Baizougoul,,12/5/23,
Morgague,Golong Baizougoul,,2/23/23,
Morgague,Golong Baizougoul,Entiere,2/13/23,
Morgague,Golong Baizougoul,,1/2/23,
Morgague,Golong Baizougoul,,1/27/23,
Morgague,Golong Baizougoul,Entiere,6/3/23,
Morgague,Golong Baizougoul,,3/21/23,
Morgague,Golong Baizougoul,Entiere,3/4/23,
Morgague,Golong Baizougoul,Entiere,3/12/23,
Morgague,Golong Baizougoul,Entiere,5/7/23,
Morgague,Golong Goke,,12/5/23,
Morgague,Golong Goke,,11/11/23,
Morgague,Golong Paul,,12/5/23,
Morgague,Gorsou,Entiere,8/15/23,
Morgague,Gorsou,Entiere,7/19/23,
Morgague,Gorsou,Entiere,6/22/23,
Morgague,Gorsou,Entiere,9/12/23,
Morgague,Gourlong Djirguina Gros,,12/20/23,
Morgague,Gourlong Djirguina Petit,,12/20/23,
Morgague,Gourlong Djirguina Petit,,1/17/23,
Morgague,Haisou,Entiere,8/24/23,
Morgague,Haisou,Entiere,7/1/23,
Morgague,Haisou,Entiere,7/27/23,
Morgague,Haisou,Entiere,9/21/23,
Morgague,Hamana 2,Entiere,5/16/23,
Morgague,Hamana S1,Section,5/16/23,
Morgague,Hamana S2,Section,5/16/23,
Morgague,Konnee 1,Entiere,5/22/23,
Morgague,Konnee 2,Entiere,5/27/23,
Morgague,Mare Caterpillar 1,,12/12/23,
Morgague,Mare Caterpillar 2,,12/12/23,
Morgague,Miri 1,Entiere,5/20/23,
Morgague,Miri 2,Entiere,5/20/23,
Morgague,Miri 3,Entiere,5/20/23,
Morgague,Morgague Golong Souwalaye,,12/12/23,
Morgague,Morgague Golong Souwalaye,,11/15/23,
Morgague,Mourgague,Barriere,6/10/23,
Morgague,Pafna,Entiere,3/12/23,
Morgague,Tchinda,Entiere,8/24/23,
Morgague,Tchinda,Entiere,7/1/23,
Morgague,Tchinda,Entiere,7/27/23,
Morgague,Tchinda,Entiere,9/21/23,
Morgague,Vounsia,Entiere,8/15/23,
Morgague,Vounsia,Entiere,7/19/23,
Morgague,Vounsia,Entiere,6/22/23,
Morgague,Vounsia,Entiere,9/12/23,
Morgague,Yolla Dakouma,,11/11/23,
Morgague,Yolla Dakouma,,10/13/23,
Morgague,Zimpinda,Entiere,8/3/23,
Morgague,Zimpinda,Entiere,8/31/23,
Morgague,Zimpinda,Entiere,7/8/23,
Morgague,Zimpinda,Entiere,9/28/23,
Madjimara Mekunde,Boulangerie S1,Section,4/15/23,
Madjimara Mekunde,Boulangerie S1,Barriere,6/6/23,
Madjimara Mekunde,Boulangerie S1,Section,5/10/23,
Madjimara Mekunde,Boulangerie S1,Section,9/24/19,
Madjimara Mekunde,Boulangerie S1,Section,9/24/19,
Madjimara Mekunde,Boulangerie S1,Section,9/24/19,
Madjimara Mekunde,Boulangerie S2,Section,4/15/23,
Madjimara Mekunde,Boulangerie S2,Section,5/10/23,
Madjimara Mekunde,Boulangerie S3,Section,4/15/23,
Madjimara Mekunde,Boulangerie S3,Section,5/10/23,
Madjimara Mekunde,Boulangerie S4,Section,4/15/23,
Madjimara Mekunde,Boulangerie S4,Section,5/10/23,
Madjimara Mekunde,Kanga 1,Entiere,4/15/23,
Madjimara Mekunde,Kanga 1,Entiere,6/6/23,
Madjimara Mekunde,Kanga 1,Entiere,3/21/23,
Madjimara Mekunde,Kanga 2,Entiere,6/6/23,
Madjimara Mekunde,Kanga 2,Entiere,3/21/23,
Madjimara Mekunde,Kanga 3,Entiere,6/6/23,
Madjimara Mekunde,Kanga 3,Entiere,3/21/23,
Madjimara Mekunde,Kossadengar 1,Entiere,6/6/23,
Madjimara Mekunde,Kossadengar 1,Entiere,3/21/23,
Madjimara Mekunde,Kossadengar 2,Entiere,3/23/23,
Moursal,Autre,Entier,9/24/19,
Moursal,Bouta Boulangerie 6,Entiere,5/28/23,
Moursal,Bouta Boulangerie 7,Entiere,5/28/23,
Moursal,Bouta Boulangerie 8,Entiere,5/28/23,
Moursal,Bouta Boulangerie 9,Entiere,5/31/23,
Moursal,Bouta Boulangerie S1,Section,5/3/23,
Moursal,Bouta Boulangerie S2,Section,5/3/23,
Moursal,Bouta Boulangerie S3,Section,5/3/23,
Moursal,Bouta Boulangerie S4,Section,5/3/23,
Moursal,Bouta Boulangerie S5,Section,5/3/23,
Moursal,Bouta Boulangerie S6,Section,5/3/23,
Moursal,Bouta Boulangerie S7,Section,5/3/23,
Moursal,Bouta Mbague S1,Section,5/2/23,
Moursal,Bouta Mbague S1,Barriere,5/28/23,
Moursal,Bouta Mbague S2,Section,5/2/23,
Moursal,Bouta Mbague S2,Barriere,5/28/23,
Moursal,Bouta Mbague S3,Section,5/2/23,
Moursal,Bouta Mbague S4,Section,5/2/23,
Moursal,Bouta Ngaoudjiame 2,Entiere,5/29/23,
Moursal,Bouta Ngaoudjiame 3,Entiere,5/29/23,
Moursal,Bouta Ngaoudjiame 4,Entiere,5/29/23,
Moursal,Bouta Ngaoudjiame 5,Entiere,5/29/23,
Moursal,Bouta Ngaoudjiame 6,Entiere,5/30/23,
Moursal,Bouta Ngaoudjiame 7,Entiere,5/30/23,
Moursal,Bouta Ngaoudjiame 8,Entiere,5/30/23,
Moursal,Bouta Ngaoudjiame S1,Section,5/2/23,
Moursal,Bouta Ngaoudjiame S1,Barriere,5/28/23,
Moursal,Bouta Ngaoudjiame S2,Section,5/2/23,
Moursal,Bouta Ngaoudjiame S2,Barriere,5/30/23,
Moursal,Madjimara,Entier,9/24/19,
Potrock 2,Kolemane,Entiere,4/17/23,
Potrock 2,Kolemane,Entiere,3/22/23,
Potrock 2,Kolemane,Entiere,5/12/23,
Potrock 2,Ngang Kag S1,Barriere,6/7/23,
Potrock 2,Ngang Kag S1,Section,3/22/23,
Potrock 2,Ngang Kag S2,Section,3/22/23,
Potrock 2,Ngang Kag S3,Section,3/22/23,
Potrock 2,Ngareu 1 S1,Entiere,4/17/23,
Potrock 2,Ngareu 1 S1,Entiere,6/7/23,
Potrock 2,Ngareu 1 S1,Section,3/22/23,
Potrock 2,Ngareu 1 S1,Entiere,5/12/23,
Potrock 2,Ngareu 1 S2,Entiere,4/17/23,
Potrock 2,Ngareu 1 S2,Entiere,6/7/23,
Potrock 2,Ngareu 1 S2,Section,3/22/23,
Potrock 2,Ngareu 1 S2,Entiere,5/12/23,
Potrock 2,Ngareu 1 S3,Entiere,4/17/23,
Potrock 2,Ngareu 1 S3,Section,3/22/23,
Potrock 2,Ngareu 2 S1,Entiere,4/17/23,
Potrock 2,Ngareu 2 S1,Entiere,6/7/23,
Potrock 2,Ngareu 2 S1,Section,3/23/23,
Potrock 2,Ngareu 2 S2,Entiere,4/17/23,
Potrock 2,Ngareu 2 S2,Entiere,6/7/23,
Potrock 2,Ngareu 2 S2,Section,3/23/23,
Potrock 2,Ngareu 2 S2,Entiere,5/12/23,
Potrock 2,Ngareu 2 S3,Entiere,4/17/23,
Potrock 2,Ngareu 2 S3,Section,3/23/23,
Potrock 2,Ngareu 2 S4,Entiere,4/17/23,
Potrock 2,Ngareu 3,Entiere,6/7/23,
Potrock 2,Ngareu 3,Barriere,3/23/23,
Potrock 2,Ngareu 3,Entiere,5/12/23,
Potrock 2,Ngareu 3 S1,Entiere,4/17/23,
Potrock 2,Ngareu 3 S1,Entiere,4/17/23,
Potrock 2,Ngareu 3 S1,Entiere,6/7/23,
Potrock 2,Ngareu 3 S1,Section,3/23/23,
Potrock 2,Ngareu 3 S1 (B),Entiere,6/7/23,
Potrock 2,Ngareu 3 S1 (B),Entiere,5/12/23,
Potrock 2,Ngareu 3 S2,Entiere,5/12/23,
Potrock 2,Ngareu 4,Barriere,3/23/23,
Potrock 2,Ngareu 4,Entiere,5/12/23,
Gongo,Banga Bandey SA,Section,4/22/23,
Gongo,Banga Bandey SB,Section,4/22/23,
Gongo,Dangandje,Entiere,6/20/23,
Gongo,Dangandje,Entier,5/24/23,
Gongo,Gonbolo,Entiere,4/22/23,
Gongo,Gonbolo,Entiere,6/18/23,
Gongo,Gonbolo,Entier,5/22/23,
Gongo,Gonbolo 2,Entiere,6/18/23,
Gongo,Habakata SA,Section,4/24/23,
Gongo,Habakata SB,Section,4/24/23,
Gongo,Kamso 1,Entiere,4/23/23,
Gongo,kamso 2,Entiere,4/23/23,
Gongo,Madjamoudi 2,Entiere,6/19/23,
Gongo,Madjiamoudi SA,Entiere,6/18/23,
Gongo,Madjiamoudi SA,Section,3/22/23,
Gongo,Madjiamoudi SA,Entier,5/22/23,
Gongo,Madjiamoudi SB,Section,3/22/23,
Gongo,Madjiamoudi SB,Entier,5/22/23,
Gongo,Madjiamoudi SC,Section,3/22/23,
Gongo,Manga,Entiere,6/20/23,
Gongo,Mathe,Entiere,6/21/23,
Gongo,Mongo ,Entiere,6/21/23,
Gongo,Nguedje,Entiere,6/21/23,
Gongo,Satome,Entiere,6/19/23,
Gongo,Satome,Entier,5/24/23,
Gongo,Toban,Entiere,4/20/23,
Gongo,Toban,Entier,5/23/23,
Maicomb,Danga Arabe 1,Entiere,4/13/23,
Maicomb,Danga Arabe 1,Entier,5/10/23,
Maicomb,Danga Arabe 2,Entiere,4/16/23,
Maicomb,Danga Arabe 2,Entier,5/10/23,
Maicomb,Danga Hagnan 1,Entiere,2/19/23,
Maicomb,Danga Hagnan 1,Entier,7/13/23,
Maicomb,Danga Hagnan 1,Entiere,6/19/23,
Maicomb,Danga Hagnan 2,Entiere,2/19/23,
Maicomb,Danga Hagnan 2,Entier,7/1/23,
Maicomb,Danga Hagnan 2,Entiere,6/15/23,
Maicomb,Danga Kirndie,Entiere,2/19/23,
Maicomb,Danga Kirndie,Entier,7/19/23,
Maicomb,Danga Kirndie,Entiere,6/12/23,
Maicomb,Danga Kirndie,Entier,5/27/23,
Maicomb,Danga Koure,Entier,5/14/23,
Maicomb,Danga Koyo Bata,Entiere,6/21/23,
Maicomb,Danga Koyo Nguesse,Entiere,4/17/23,
Maicomb,Danga Koyo Nguesse,Entiere,3/19/23,
Maicomb,Danga Koyobata,Entiere,4/24/23,
Maicomb,Danga Koyobata,Entier,7/12/23,
Maicomb,Danga Koyobata,Entier,5/17/23,
Maicomb,Danga Mbororo,Entiere,4/13/23,
Maicomb,Danga Mbororo,Entier,7/16/23,
Maicomb,Danga Mbororo,Entiere,6/14/23,
Maicomb,Danga Mbororo,Entier,5/18/23,
Maicomb,Danga Ndobassa 1,Entiere,4/17/23,
Maicomb,Danga Ndobassa 1,Entiere,3/23/23,
Maicomb,Danga Ndobassa 1,Entier,5/21/23,
Maicomb,Danga Ngambaye,Entier,7/14/23,
Maicomb,Danga Ngambaye,Entiere,6/20/23,
Maicomb,Danga Ngambaye,Entiere,3/19/23,
Maicomb,Danga Ngoul,Entiere,4/13/23,
Maicomb,Danga Ngoul,Entier,7/15/23,
Maicomb,Danga Ngoul,Entiere,6/18/23,
Maicomb,Danga Ngoul,Entiere,3/19/23,
Maicomb,Danga Ngoul,Entier,5/20/23,
Maicomb,Danga Pascal,Entiere,3/19/23,
Maicomb,Danga Retraite,Entier,5/24/23,
Maicomb,Danga Wai 1,Entiere,4/16/23,
Maicomb,Danga Wai 1,Entiere,2/23/23,
Maicomb,Danga Wai 1,Entier,7/10/23,
Maicomb,Danga Wai 1,Entiere,6/10/23,
Maicomb,Danga Wai 1,Entiere,6/11/23,
Maicomb,Danga Wai 1,Entiere,3/19/23,
Maicomb,Danga Wai 1,Entier,5/15/23,
Maicomb,Danga Wai 2,Entier,7/11/23,
Maicomb,Douro,entier,8/19/23,
Maicomb,Douro,Entier,8/19/23,
Maicomb,Mate,entier,8/21/23,
Maicomb,Mate,Entier,8/21/23,
Maicomb,Mongo 1,entier,8/15/23,
Maicomb,Mongo 1,Entier,8/15/23,
Maicomb,Mongo 2,entier,8/16/23,
Maicomb,Mongo 2,Entier,8/16/23,
Maicomb,Nyon,entier,8/23/23,
Maicomb,Nyon,Entier,8/23/23,
Maicomb,Robo 1,entier,8/17/23,
Maicomb,Robo 1,Entier,8/17/23,
Maicomb,Robo 2,entier,8/18/23,
Maicomb,Robo 2,Entier,8/18/23,
Maicomb,Togoh 1,entier,8/26/23,
Maicomb,Togoh 1,Entier,8/26/23,
Maicomb,Togoh 2,entier,8/26/23,
Maicomb,Togoh 2,Entier,8/26/23,
Motokaba,Dangadjakara,Entiere,4/19/23,
Motokaba,Mankiga SA,Section,4/26/23,
Motokaba,Mankiga SB,Section,4/26/23,
Motokaba,Mankiga SC,Section,4/26/23,
Motokaba,Mano Migna,Entiere,4/19/23,
Motokaba,Mare Bangue 4,Entier,5/14/23,
Motokaba,Mare Bari 1,Entier,5/20/23,
Motokaba,Mare Danga boh 6,Entiere,6/24/23,
Motokaba,Mare Danga Bolo 11,Entiere,6/18/23,
Motokaba,Mare Danga doh 1,Entiere,6/17/23,
Motokaba,Mare Danga Golo 12,Entiere,6/18/23,
Motokaba,Mare Danga Jah 10,Entiere,6/17/23,
Motokaba,Mare Gobouh 7,Entiere,6/24/23,
Motokaba,Mare Gogoto 4,Entier,5/13/23,
Motokaba,Mare Gotoboh 5,Entiere,6/23/23,
Motokaba,Mare Kome 13,Entiere,6/18/23,
Motokaba,Mare Kome 8,Entiere,6/17/23,
Motokaba,Mare Massa 4,Entiere,6/23/23,
Motokaba,Mare Massa 9,Entiere,6/17/23,
Motokaba,Mare Ndidjahri 2,Entier,5/17/23,
Motokaba,Mare Ngbo Boh 3,Entier,5/10/23,
Motokaba,Mare Robo 2,Entiere,6/23/23,
Motokaba,Mare Robo 3,Entiere,6/23/23,
Motokaba,Mare Taragotori 1,Entier,5/6/23,
Motokaba,Mare Taragotori 2,Entier,5/13/23,
Motokaba,Mare Wai 1,Entier,5/14/23,
Motokaba,Mare Wai 3,Entier,5/11/23,
Motokaba,Ngabongo S.A,Section,4/20/23,
Motokaba,Ngabongo S.A,Section,3/21/23,
Motokaba,Ngabongo S.B,Section,4/20/23,
Motokaba,Ngabongo S.B,Section,3/21/23,
Motokaba,Ngabongo S.C,Section,4/20/23,
Motokaba,Ngabongo S.C,Section,3/21/23,
Motokaba,Ngalab Kede,Entiere,2/21/23,
Motokaba,Ngalab Kede,Entiere,3/20/23,
Motokaba,Ngarmbouro,Entiere,4/20/23,
Motokaba,Ngarmbouro,Entiere,2/21/23,
Motokaba,Ngarmbouro,Entiere,3/20/23,
Moussafoyo,Mare cote de Fleuve 1,Entier,5/20/23,
Moussafoyo,Mare cote de Fleuve 1,Entier,5/27/23,
Moussafoyo,Mare cote de Fleuve 1,Entiere,5/20/23,
Moussafoyo,Mare cote de Fleuve 2,Entier,5/20/23,
Moussafoyo,Mare cote de Fleuve 2,Entiere,5/20/23,
Moussafoyo,Mare cote de Fleuve 3,Entier,5/18/23,
Moussafoyo,Mare cote de Fleuve 3,Entier,5/20/23,
Moussafoyo,Mare cote de Fleuve 3,Entiere,5/20/23,
Moussafoyo,Mare cote de Fleuve 4,Entier,5/18/23,
Moussafoyo,Mare cote de Fleuve 4,Entier,5/20/23,
Moussafoyo,Mare cote de Fleuve 4,Entiere,5/18/23,
Moussafoyo,Mare cote de Fleuve 5,Entiere,6/15/23,
Moussafoyo,Mare cote de Fleuve 5,Entier,5/20/23,
Moussafoyo,Mare Douro 1,Entier,5/18/23,
Moussafoyo,Mare Miya 1,Entiere,6/15/23,
Moussafoyo,Mare Miya 2,Entiere,6/15/23,
Moussafoyo,Mare Miya 2,Entier,5/18/23,
Moussafoyo,Mare Mollo 1,Entier,5/17/23,
Moussafoyo,Mare Mollo 2,Entier,5/17/23,
Moussafoyo,Mare Moroko 3,Entier,5/17/23,
Moussafoyo,Mare Moroko 4,Entier,5/17/23,
Moussafoyo,Mare Moroko 5,Entier,5/17/23,
Moussafoyo,Mare Yadmbara 1,Entiere,5/27/23,
Moussafoyo,Mare Yadmbara 2,Entiere,6/14/23,
Moussafoyo,Mare Yadmbara 2,Entiere,6/24/23,
Moussafoyo,Mare Yadmbara 2,Entier,5/27/23,
Moussafoyo,Mare Yadmbara 2,Entiere,5/27/23,
Moussafoyo,Mare Yadmbara 2,Entiere,5/27/23,
Moussafoyo,Mare Yadmbara 3,Entiere,6/17/23,
Moussafoyo,Mare Yadmbara 3,Entiere,6/24/23,
Moussafoyo,Mare Yadmbara 3,Entier,5/27/23,
Moussafoyo,Mare Yadmbara 4,Entier,5/27/23,
Paris Sakoula,Djimadoumadji,Entiere,4/19/23,
Paris Sakoula,Djimadoumadji,Entiere,3/21/23,
Paris Sakoula,Djim-alde 1,Section,4/19/23,
Paris Sakoula,Djim-alde 1,,2/20/23,
Paris Sakoula,Djim-alde 1,Section,3/20/23,
Paris Sakoula,Djim-alde 2,Section,4/19/23,
Paris Sakoula,Djim-alde 2,,2/20/23,
Paris Sakoula,Djim-alde 2,Section,3/20/23,
Paris Sakoula,Djimhoningar,Section,4/16/23,
Paris Sakoula,Djimhoningar,,2/21/23,
Paris Sakoula,Djimhoningar,Entiere,3/19/23,
Paris Sakoula,Kos-Adoumngar Moise,Entiere,4/16/23,
Paris Sakoula,Kos-Adoumngar Moise,,2/21/23,
Paris Sakoula,Kos-Adoumngar Moise,Entiere,3/19/23,
Paris Sakoula,Monyam,Entiere,4/24/23,
Paris Sakoula,mossalbaye Durant,Entiere,4/19/23,
Paris Sakoula,mossalbaye Durant,,2/21/23,
Paris Sakoula,mossalbaye Durant,Entiere,3/20/23,
Paris Sakoula,Natoingar 1,Entiere,4/24/23,
Paris Sakoula,Natoingar 2,Entiere,4/24/23,
Paris Sakoula,Osmadji,Section,4/16/23,
Paris Sakoula,Osmadji,Section,3/19/23,
Danamadji,Bouda Beur 1,Entiere,6/12/23,
Danamadji,Bouda Beur 2,Entiere,6/12/23,
Danamadji,Bouda Goni,Entiere,6/26/23,
Danamadji,Bouda Mass,Entiere,6/26/23,
Danamadji,Bouda Ndiguinsengar,Entiere,6/26/23,
Danamadji,Bouda Ngarkonbe,Entiere,6/26/23,
Danamadji,Bouda Tele,Entiere,6/26/23,
Danamadji,Danamadji 1,Entiere,6/6/23,
Danamadji,Danamadji 2,Entiere,6/6/23,
Danamadji,Gaoudere 1,Entiere,6/19/23,
Danamadji,Gaoudere 2,Entiere,6/19/23,
Danamadji,Gaoudere 3,Entiere,6/19/23,
Danamadji,Gaoudere 4,Entiere,6/19/23,
Danamadji,Gaoudere 5,Entiere,6/19/23,
Diganali,Digangali 1,Entiere,8/21/23,
Diganali,Digangali 10,Barriere,8/27/23,
Diganali,Digangali 11,Barriere,8/27/23,
Diganali,Digangali 12,Entiere,8/27/23,
Diganali,Digangali 13,Entiere,9/4/23,
Diganali,Digangali 14,Entiere,9/4/23,
Diganali,Digangali 15,Section,9/4/23,
Diganali,Digangali 16,Section,9/4/23,
Diganali,Digangali 17,Section,9/4/23,
Diganali,Digangali 18,Section,9/4/23,
Diganali,Digangali 19,Entiere,9/11/23,
Diganali,Digangali 2,Barriere,8/21/23,
Diganali,Digangali 20,Entiere,9/11/23,
Diganali,Digangali 21,Entiere,9/11/23,
Diganali,Digangali 22,Entiere,9/11/23,
Diganali,Digangali 23,Entiere,9/11/23,
Diganali,Digangali 3,Barriere,8/21/23,
Diganali,Digangali 4,Entiere,8/21/23,
Diganali,Digangali 5,Entiere,8/21/23,
Diganali,Digangali 6,Entiere,8/21/23,
Diganali,Digangali 7,Entiere,8/21/23,
Diganali,Digangali 8,Entiere,8/27/23,
Diganali,Digangali 9,Entiere,8/27/23,
Diganali,Hormai 1,Entiere,4/9/23,
Diganali,Hormai 1,entiere,2/12/23,
Diganali,Hormai 1,Entiere,6/2/23,
Diganali,Hormai 1,Barriere,3/12/23,
Diganali,Hormai 1,Entiere,5/5/23,
Diganali,Hormai 1,Entier,9/18/19,
Diganali,Hormai 10,Entiere,4/9/23,
Diganali,Hormai 10,Entiere,6/2/23,
Diganali,Hormai 10,Barriere,3/12/23,
Diganali,Hormai 10,Entiere,5/5/23,
Diganali,Hormai 11,Entiere,4/17/23,
Diganali,Hormai 11,Entiere,3/20/23,
Diganali,Hormai 11,Entiere,5/22/23,
Diganali,Hormai 12,Barriere,3/27/23,
Diganali,Hormai 12,Entiere,5/15/23,
Diganali,Hormai 13,Entiere,4/3/23,
Diganali,Hormai 13,Entiere,4/30/23,
Diganali,Hormai 13,Entiere,6/18/23,
Diganali,Hormai 13,Entiere,5/27/23,
Diganali,Hormai 14,Barriere,4/17/23,
Diganali,Hormai 14,Entiere,7/12/23,
Diganali,Hormai 14,Entiere,5/15/23,
Diganali,Hormai 15,Entiere,6/2/23,
Diganali,Hormai 15,Entiere,5/5/23,
Diganali,Hormai 16,Entiere,7/12/23,
Diganali,Hormai 16,Entiere,6/12/23,
Diganali,Hormai 17,Entiere,6/12/23,
Diganali,Hormai 18,Entiere,7/18/23,
Diganali,Hormai 18,Entiere,6/12/23,
Diganali,Hormai 19,Barriere,7/18/23,
Diganali,Hormai 19,Entiere,7/30/23,
Diganali,Hormai 19,Barriere,6/18/23,
Diganali,Hormai 2,Entiere,4/9/23,
Diganali,Hormai 2,entiere,2/12/23,
Diganali,Hormai 2,Entiere,7/12/23,
Diganali,Hormai 2,Entiere,6/12/23,
Diganali,Hormai 2,Entiere,3/12/23,
Diganali,Hormai 2,Entiere,5/5/23,
Diganali,Hormai 20,Barriere,7/18/23,
Diganali,Hormai 20,Entiere,7/30/23,
Diganali,Hormai 20,Barriere,6/18/23,
Diganali,Hormai 21,Entiere,6/18/23,
Diganali,Hormai 22,Entiere,7/12/23,
Diganali,Hormai 23,Entiere,7/12/23,
Diganali,Hormai 24,Entiere,7/18/23,
Diganali,Hormai 24,Entiere,7/30/23,
Diganali,Hormai 25,Entiere,7/30/23,
Diganali,Hormai 25,Entiere,7/30/23,
Diganali,Hormai 3,Entiere,4/17/23,
Diganali,Hormai 3,entiere,2/20/23,
Diganali,Hormai 3,Entiere,7/12/23,
Diganali,Hormai 3,Entiere,6/12/23,
Diganali,Hormai 3,Entiere,3/20/23,
Diganali,Hormai 3,Entiere,5/15/23,
Diganali,Hormai 30,Entiere,8/8/23,
Diganali,Hormai 31,Entiere,8/8/23,
Diganali,Hormai 32,Entiere,8/8/23,
Diganali,Hormai 33,Entiere,8/8/23,
Diganali,Hormai 34,Entiere,8/8/23,
Diganali,Hormai 35,Entiere,8/8/23,
Diganali,Hormai 36,Entiere,8/8/23,
Diganali,Hormai 37,Entiere,8/14/23,
Diganali,Hormai 38,Entiere,8/14/23,
Diganali,Hormai 39,Entiere,8/14/23,
Diganali,Hormai 4,Entiere,4/17/23,
Diganali,Hormai 4,entiere,2/20/23,
Diganali,Hormai 4,Entiere,7/12/23,
Diganali,Hormai 4,Entiere,3/20/23,
Diganali,Hormai 4,Entiere,5/15/23,
Diganali,Hormai 40,Entiere,8/14/23,
Diganali,Hormai 41,Entiere,9/23/23,
Diganali,Hormai 42,Entiere,9/23/23,
Diganali,Hormai 5,entiere,2/27/23,
Diganali,Hormai 6,entiere,2/27/23,
Diganali,Hormai 6,Entiere,7/18/23,
Diganali,Hormai 7,Entiere,4/22/23,
Diganali,Hormai 7,entiere,2/27/23,
Diganali,Hormai 7,Entiere,3/27/23,
Diganali,Hormai 7,Entiere,5/22/23,
Diganali,Hormai 8,Barriere,4/3/23,
Diganali,Hormai 8,Barriere,4/30/23,
Diganali,Hormai 8,Barriere,3/6/23,
Diganali,Hormai 8,Entiere,5/27/23,
Diganali,Hormai 9,Barriere,4/3/23,
Diganali,Hormai 9,Barriere,4/30/23,
Diganali,Hormai 9,Barriere,3/6/23,
Diguini,Ardebe 1,Entiere,8/5/23,
Diguini,Ardebe 1,Entiere,7/10/23,
Diguini,Ardebe 2,Entiere,8/5/23,
Diguini,Ardebe 2,Entiere,7/10/23,
Diguini,Bouda Marche,,8/7/23,
Diguini,Bouda Marche,,7/5/23,
Diguini,Bouda Marche,,6/7/23,
Diguini,Carbore,Entiere,8/21/23,
Diguini,Chagoua 1,Entiere,8/7/23,
Diguini,Chagoua 1,Entiere,7/17/23,
Diguini,Chagoua 2,Entiere,8/7/23,
Diguini,Chagoua 2,Entiere,7/17/23,
Diguini,Chari 1,,5/22/23,
Diguini,Chigui,Entiere,8/21/23,
Diguini,Diguini 1,,4/6/23,
Diguini,Diguini 1,Barriere,4/4/23,
Diguini,Diguini 1,,6/16/23,
Diguini,Diguini 1,Barriere,3/7/23,
Diguini,Diguini 2,,4/30/23,
Diguini,Diguini 2,Entiere,4/11/23,
Diguini,Diguini 2,Entiere,6/4/23,
Diguini,Diguini 2,Entiere,3/14/23,
Diguini,Diguini 2,Entiere,5/8/23,
Diguini,Diguini 3,,4/30/23,
Diguini,Diguini 3,Entiere,4/11/23,
Diguini,Diguini 3,Entiere,6/4/23,
Diguini,Diguini 3,Entiere,3/14/23,
Diguini,Diguini 3,Entiere,5/8/23,
Diguini,Diguini Massa,,4/6/23,
Diguini,Diguini Massa,,4/30/23,
Diguini,Diguini Massa,,6/16/23,
Diguini,Diguini Massa,,3/14/23,
Diguini,Diguini Massa,Barriere,3/4/23,
Diguini,Diguini Massa,,5/22/23,
Diguini,Diguini Sara S1,Section,6/29/23,
Diguini,Diguini Sara S2,Section,6/29/23,
Diguini,Fontaine,Entiere,8/5/23,
Diguini,Golong Hagasso 1,Section,4/6/23,
Diguini,Golong Hagasso 1,Entiere,6/24/23,
Diguini,Golong Hagasso 1,Entiere,5/2/23,
Diguini,Golong Hagasso 1,Entiere,5/29/23,
Diguini,Golong Hagasso 1 S2,Section,4/6/23,
Diguini,Golong Hagasso 1 S3,Section,4/6/23,
Diguini,Golong Hagasso 2,Entiere,6/24/23,
Diguini,Golong Hagasso 2,Entiere,5/2/23,
Diguini,Golong Hagasso 2,Entiere,5/29/23,
Diguini,Golong Hagasso 2,Entier,9/12/19,
Diguini,Golong Hagasso 3,Entiere,6/24/23,
Diguini,Golong Hagasso 4,Entiere,6/24/23,
Diguini,Gome Jona,Entiere,4/22/23,
Diguini,Gome Jona,Entiere,6/13/23,
Diguini,Gome Jona,Entiere,5/18/23,
Diguini,Jona 1,Entiere,4/11/23,
Diguini,Joure 1,Entiere,8/28/23,
Diguini,Joure 1,Entiere,7/31/23,
Diguini,Joure 2,Entiere,7/31/23,
Diguini,Koulaba,Entiere,8/28/23,
Diguini,Mare L8,Entiere,8/28/23,
Diguini,Mare Manguier,Barriere,3/27/23,
Diguini,Mare Paul,Entiere,7/17/23,
Diguini,Massa 1,,5/22/23,
Diguini,Massa 2,,5/22/23,
Diguini,Massa 3,,5/22/23,
Diguini,Mayo,Entiere,8/7/23,
